1,73, High school graduate, Widowed, Female, Nonfiler,20401.08,2596.41 Not in universe, United-States, Native- Born in the United States,0
1172,58, Associates degree-occup /vocational, Married-civilian spouse present, Female, Joint both under 65,12202.20,1220.22 Not in universe, United-States, Native- Born in the United States,52
1173,65, 7th and 8th grade, Married-civilian spouse present, Female, Nonfiler,26705.64,3542.10 Not in universe, United-States, Native- Born in the United States,0
1174,75, High school graduate, Widowed, Female, Single,22958.76,2980.06 Not in universe, United-States, Native- Born in the United States,1
1175,54, 11th grade, Married-civilian spouse present, Male, Joint both under 65,15390.00,1539.00 Not in universe, United-States, Native- Born in the United States,52
1176,51, High school graduate, Divorced, Male, Nonfiler,3452.40,345.24 Not in universe, United-States, Native- Born in the United States,0
1177,36, Bachelors degree(BA AB BS), Divorced, Female, Head of household,5951.76,595.18 Not in universe, United-States, Native- Born in the United States,52
1178,46, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,24536.16,2752.92 Not in universe, United-States, Native- Born in the United States,52
1179,46, High school graduate, Married-civilian spouse present, Male, Joint both under 65,20671.92,2173.29 Not in universe, United-States, Native- Born in the United States,52
1180,34, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Female, Joint both under 65,33393.12,4081.47 Not in universe, United-States, Native- Born in the United States,52
1181,32, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Male, Joint both under 65,13735.68,1373.57 Not in universe, United-States, Native- Born in the United States,52
1182,23, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,3027.72,302.77 Not in universe, United-States, Native- Born in the United States,52
1183,41, Doctorate degree(PhD EdD), Never married, Female, Single,21764.28,2800.89 Not in universe, United-States, Native- Born in the United States,52
1184,33, High school graduate, Married-civilian spouse present, Female, Joint both under 65,7738.20,773.82 Not in universe, Mexico, Foreign born- U S citizen by naturalization,0
1185,69, 7th and 8th grade, Married-civilian spouse present, Male, Nonfiler,17996.88,2235.78 Not in universe, United-States, Native- Born in the United States,0
1186,57, Less than 1st grade, Married-civilian spouse present, Male, Nonfiler,23448.60,3053.54 Not in universe, United-States, Native- Born in the United States,0
1187,31, Some college but no degree, Never married, Female, Single,14451.84,1704.03 Not in universe, United-States, Native- Born in the United States,44
1188,15, 7th and 8th grade, Never married, Female, Nonfiler,19709.52,2492.68 Mother only present, United-States, Native- Born in the United States,9
1189,62, Prof school degree (MD DDS DVM LLB JD), Married-civilian spouse present, Male, Joint both under 65,24604.20,2763.13 Not in universe, United-States, Native- Born in the United States,8
1190,86, 7th and 8th grade, Widowed, Male, Single,6294.96,629.50 Not in universe, United-States, Native- Born in the United States,0
1191,44, Masters degree(MA MS MEng MEd MSW MBA), Divorced, Male, Single,14049.00,1643.60 Not in universe, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,52
1192,36, High school graduate, Never married, Male, Single,24609.24,3227.64 Not in universe, United-States, Native- Born in the United States,52
1193,39, High school graduate, Married-civilian spouse present, Female, Joint both under 65,44514.72,5749.71 Not in universe, United-States, Native- Born in the United States,12
1194,51, Less than 1st grade, Married-civilian spouse present, Male, Joint both under 65,5400.72,540.07 Not in universe, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,48
1195,25, 10th grade, Never married, Female, Nonfiler,24704.88,3241.98 Not in universe, United-States, Native- Born in the United States,0
1196,67, High school graduate, Married-civilian spouse present, Female, Joint both 65+,18973.32,1918.50 Not in universe, United-States, Native- Born in the United States,0
1197,66, 5th or 6th grade, Married-civilian spouse present, Male, Joint both 65+,13645.80,1364.58 Not in universe, United-States, Native- Born in the United States,0
1198,43, High school graduate, Married-civilian spouse present, Male, Joint both under 65,58276.56,7813.98 Not in universe, United-States, Native- Born in the United States,52
1199,26, High school graduate, Divorced, Female, Head of household,5729.64,572.96 Not in universe, United-States, Native- Born in the United States,52
1200,42, High school graduate, Married-civilian spouse present, Male, Joint both under 65,3580.32,358.03 Not in universe, United-States, Native- Born in the United States,46
1201,46, High school graduate, Divorced, Male, Single,27819.48,3709.17 Not in universe, United-States, Native- Born in the United States,52
1202,31, High school graduate, Married-civilian spouse present, Female, Joint both under 65,23279.88,2564.48 Not in universe, United-States, Native- Born in the United States,52
1203,54, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Male, Joint both under 65,23391.24,2581.19 Not in universe, United-States, Native- Born in the United States,52
1204,24, Masters degree(MA MS MEng MEd MSW MBA), Never married, Female, Single,15940.92,1927.39 Not in universe, United-States, Native- Born in the United States,52
1205,38, Masters degree(MA MS MEng MEd MSW MBA), Divorced, Female, Single,13293.72,1530.31 Not in universe, United-States, Native- Born in the United States,47
1206,35, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,20552.64,2155.40 Not in universe, United-States, Native- Born in the United States,0
1207,33, Some college but no degree, Never married, Male, Single,25386.84,3344.28 Not in universe, United-States, Native- Born in the United States,16
1208,15, 7th and 8th grade, Never married, Female, Single,11274.24,1227.39 Mother only present, United-States, Native- Born in the United States,6
1209,23, Bachelors degree(BA AB BS), Never married, Male, Single,14897.04,1770.81 Not in universe, United-States, Native- Born in the United States,40
1210,63, High school graduate, Married-civilian spouse present, Female, Joint both under 65,44736.24,5782.94 Not in universe, United-States, Native- Born in the United States,0
1211,38, Some college but no degree, Never married, Female, Head of household,2873.16,287.32 Not in universe, United-States, Native- Born in the United States,52
1212,66, Bachelors degree(BA AB BS), Divorced, Female, Single,11607.24,1277.34 Not in universe, United-States, Native- Born in the United States,52
1213,36, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,12476.04,1247.60 Not in universe, United-States, Native- Born in the United States,40
1214,25, Associates degree-occup /vocational, Married-civilian spouse present, Male, Joint both under 65,4560.96,456.10 Not in universe, United-States, Native- Born in the United States,52
1215,55, High school graduate, Married-civilian spouse present, Male, Joint both under 65,23101.56,2537.73 Not in universe, United-States, Native- Born in the United States,26
1216,33, Associates degree-occup /vocational, Married-civilian spouse present, Female, Joint both under 65,62911.68,8509.25 Not in universe, ?, Foreign born- Not a citizen of U S ,52
1217,31, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,21096.12,2236.92 Not in universe, United-States, Native- Born in the United States,49
1218,48, Some college but no degree, Divorced, Female, Head of household,8484.24,848.42 Not in universe, United-States, Native- Born in the United States,52
1219,19, Some college but no degree, Never married, Female, Single,13180.68,1513.35 Not in universe, United-States, Native- Born in the United States,52
1220,16, 9th grade, Never married, Male, Nonfiler,21991.08,2834.91 Both parents present, United-States, Native- Born in the United States,2
1221,55, High school graduate, Divorced, Male, Single,23909.16,3122.62 Not in universe, United-States, Native- Born in the United States,15
1222,49, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,10536.84,1053.68 Not in universe, United-States, Native- Born in the United States,52
1223,65, High school graduate, Married-civilian spouse present, Male, Joint one under 65 & one 65+,15642.96,1564.30 Not in universe, United-States, Native- Born in the United States,52
1224,24, Masters degree(MA MS MEng MEd MSW MBA), Never married, Male, Single,19170.00,2411.75 Not in universe, United-States, Native- Born in the United States,30
1225,32, High school graduate, Married-civilian spouse present, Male, Joint both under 65,20460.96,2141.64 Not in universe, United-States, Native- Born in the United States,52
1226,62, 1st 2nd 3rd or 4th grade, Divorced, Female, Nonfiler,13959.72,1630.21 Not in universe, United-States, Native- Born in the United States,0
1227,40, Prof school degree (MD DDS DVM LLB JD), Never married, Male, Nonfiler,45940.44,7256.36 Not in universe, United-States, Native- Born in the United States,0
1228,49, High school graduate, Married-civilian spouse present, Female, Joint both under 65,25753.08,2935.46 Not in universe, Haiti, Foreign born- U S citizen by naturalization,52
1229,47, Bachelors degree(BA AB BS), Married-spouse absent, Female, Single,14640.48,1732.32 Not in universe, Jamaica, Native- Born abroad of American Parent(s),52
1230,28, Some college but no degree, Never married, Male, Single,25348.08,3338.46 Not in universe, United-States, Native- Born in the United States,40
1231,45, Some college but no degree, Divorced, Female, Single,7439.88,743.99 Not in universe, United-States, Native- Born in the United States,52
1232,17, 10th grade, Never married, Female, Nonfiler,27380.04,3643.26 Both parents present, United-States, Native- Born in the United States,2
1233,38, High school graduate, Married-civilian spouse present, Female, Joint both under 65,22101.36,2387.70 Not in universe, Poland, Native- Born abroad of American Parent(s),52
1234,58, Associates degree-academic program, Married-civilian spouse present, Male, Joint both under 65,21523.32,2301.00 Not in universe, United-States, Native- Born in the United States,52
1235,78, Less than 1st grade, Widowed, Female, Nonfiler,12562.92,1420.69 Not in universe, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0
1236,72, 5th or 6th grade, Never married, Female, Nonfiler,7667.16,766.72 Not in universe, Dominican-Republic, Foreign born- U S citizen by naturalization,0
1237,47, High school graduate, Married-spouse absent, Male, Head of household,13125.72,1312.57 Not in universe, Mexico, Foreign born- Not a citizen of U S ,22
1238,53, 7th and 8th grade, Never married, Male, Single,15034.44,1791.42 Not in universe, United-States, Native- Born in the United States,51
1239,62, High school graduate, Widowed, Female, Single,18711.48,2342.97 Not in universe, United-States, Native- Born in the United States,52
1240,24, High school graduate, Separated, Female, Head of household,7363.92,736.39 Not in universe, United-States, Native- Born in the United States,12
1241,40, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,14960.40,1496.04 Not in universe, United-States, Native- Born in the United States,52
1242,43, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,17699.76,1769.98 Not in universe, United-States, Native- Born in the United States,52
1243,46, 10th grade, Married-civilian spouse present, Male, Joint both under 65,15356.04,1535.60 Not in universe, Mexico, Foreign born- Not a citizen of U S ,9
1244,43, Associates degree-academic program, Married-civilian spouse present, Male, Joint both under 65,28064.40,3282.16 Not in universe, United-States, Native- Born in the United States,40
1245,39, High school graduate, Married-civilian spouse present, Male, Joint both under 65,21465.60,2292.34 Not in universe, United-States, Native- Born in the United States,52
1246,85, 11th grade, Married-civilian spouse present, Female, Nonfiler,24205.44,3167.07 Not in universe, United-States, Native- Born in the United States,0
1247,15, 9th grade, Never married, Male, Single,14740.92,1747.39 Both parents present, United-States, Native- Born in the United States,3
1248,56, 5th or 6th grade, Divorced, Female, Nonfiler,23535.60,3066.59 Not in universe, United-States, Native- Born in the United States,0
1249,83, Bachelors degree(BA AB BS), Widowed, Male, Head of household,7973.76,797.38 Not in universe, Germany, Foreign born- U S citizen by naturalization,0
1250,38, Associates degree-occup /vocational, Married-civilian spouse present, Male, Joint both under 65,31360.44,3776.57 Not in universe, United-States, Native- Born in the United States,52
1251,31, High school graduate, Married-civilian spouse present, Male, Joint both under 65,18388.80,1838.88 Not in universe, United-States, Native- Born in the United States,52
1252,49, Doctorate degree(PhD EdD), Divorced, Male, Single,58488.60,10393.40 Not in universe, United-States, Native- Born in the United States,52
1253,33, High school graduate, Married-civilian spouse present, Female, Joint both under 65,20762.52,2186.88 Not in universe, United-States, Native- Born in the United States,35
1254,21, Some college but no degree, Never married, Female, Nonfiler,44326.68,6852.92 Not in universe, Mexico, Foreign born- Not a citizen of U S ,4
1255,32, 11th grade, Never married, Male, Single,38443.56,5382.14 Not in universe, United-States, Native- Born in the United States,52
1256,74, 7th and 8th grade, Married-civilian spouse present, Female, Nonfiler,15207.60,1817.39 Not in universe, United-States, Native- Born in the United States,0
1257,31, 9th grade, Never married, Female, Nonfiler,22777.80,2952.92 Not in universe, United-States, Native- Born in the United States,0
1258,41, 12th grade no diploma, Separated, Male, Single,33330.12,4535.77 Not in universe, United-States, Native- Born in the United States,52
1259,67, 11th grade, Married-civilian spouse present, Male, Joint both 65+,3141.00,314.10 Not in universe, United-States, Native- Born in the United States,50
1260,39, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,38354.04,4825.61 Not in universe, United-States, Native- Born in the United States,26
1261,62, 10th grade, Married-civilian spouse present, Female, Joint both under 65,15439.32,1543.93 Not in universe, Mexico, Foreign born- Not a citizen of U S ,26
1262,74, High school graduate, Never married, Female, Nonfiler,43862.28,6736.82 Not in universe, United-States, Native- Born in the United States,0
1263,61, 11th grade, Divorced, Male, Nonfiler,10507.68,1112.40 Not in universe, United-States, Native- Born in the United States,0
1264,55, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,31001.88,3722.78 Not in universe, United-States, Native- Born in the United States,52
1265,35, High school graduate, Married-civilian spouse present, Male, Joint both under 65,23098.20,2537.23 Not in universe, United-States, Native- Born in the United States,52
1266,64, 5th or 6th grade, Married-civilian spouse present, Female, Nonfiler,9345.12,938.02 Not in universe, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0
1267,50, High school graduate, Married-civilian spouse present, Male, Joint both under 65,33012.48,4024.37 Not in universe, United-States, Native- Born in the United States,26
1268,38, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,11788.56,1178.86 Not in universe, United-States, Native- Born in the United States,52
1269,28, High school graduate, Never married, Male, Single,43316.16,6600.29 Not in universe, United-States, Native- Born in the United States,35
1270,47, High school graduate, Married-civilian spouse present, Female, Joint both under 65,42039.72,5378.46 Not in universe, ?, Foreign born- U S citizen by naturalization,52
1271,28, Some college but no degree, Never married, Female, Single,29029.80,3890.72 Not in universe, United-States, Native- Born in the United States,52
1272,17, 9th grade, Never married, Male, Single,50642.76,8431.94 Not in universe, Mexico, Foreign born- Not a citizen of U S ,52
1273,64, High school graduate, Married-civilian spouse present, Female, Joint both under 65,19486.92,1995.54 Not in universe, United-States, Native- Born in the United States,0
1274,32, High school graduate, Never married, Male, Nonfiler,14938.32,1777.00 Not in universe, Columbia, Foreign born- U S citizen by naturalization,1
1275,28, Associates degree-academic program, Married-civilian spouse present, Female, Joint both under 65,20041.92,2078.79 Not in universe, United-States, Native- Born in the United States,43
1276,65, 5th or 6th grade, Divorced, Female, Nonfiler,35986.80,4934.27 Not in universe, United-States, Native- Born in the United States,2
1277,64, 10th grade, Married-civilian spouse present, Female, Nonfiler,19012.20,2388.08 Not in universe, United-States, Native- Born in the United States,0
1278,19, Some college but no degree, Never married, Male, Single,23659.44,3085.17 Not in universe, United-States, Native- Born in the United States,12
1279,15, 10th grade, Never married, Male, Nonfiler,9912.60,1023.14 Both parents present, United-States, Native- Born in the United States,0
1280,65, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Female, Joint both 65+,16989.48,1698.95 Not in universe, United-States, Native- Born in the United States,0
1281,50, Bachelors degree(BA AB BS), Divorced, Male, Single,5269.08,526.91 Not in universe, United-States, Native- Born in the United States,52
1282,19, Some college but no degree, Never married, Female, Single,21184.08,2713.86 Not in universe, United-States, Native- Born in the United States,12
1283,17, 10th grade, Never married, Female, Nonfiler,46532.28,7404.32 Mother only present, United-States, Native- Born in the United States,0
1284,75, Some college but no degree, Married-civilian spouse present, Male, Joint both 65+,2301.84,230.18 Not in universe, United-States, Native- Born in the United States,0
1285,68, Less than 1st grade, Widowed, Female, Nonfiler,20934.00,2676.35 Not in universe, Mexico, Foreign born- Not a citizen of U S ,0
1286,19, 11th grade, Never married, Female, Nonfiler,28899.72,3871.21 Not in universe, United-States, Native- Born in the United States,23
1287,55, Associates degree-academic program, Married-civilian spouse present, Female, Joint both under 65,19267.56,1962.63 Not in universe, United-States, Native- Born in the United States,52
1288,45, Some college but no degree, Never married, Male, Single,36512.52,5013.13 Not in universe, United-States, Native- Born in the United States,52
1289,58, High school graduate, Married-civilian spouse present, Female, Joint both under 65,26087.88,2985.68 Not in universe, United-States, Native- Born in the United States,0
1290,76, 11th grade, Married-civilian spouse present, Female, Nonfiler,20419.92,2599.24 Not in universe, United-States, Native- Born in the United States,0
1291,25, Some college but no degree, Never married, Female, Single,15495.72,1860.61 Not in universe, El-Salvador, Foreign born- Not a citizen of U S ,52
1292,27, High school graduate, Never married, Male, Single,12504.48,1411.92 Not in universe, United-States, Native- Born in the United States,13
1293,52, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,18901.92,1907.79 Not in universe, United-States, Native- Born in the United States,52
1294,76, Prof school degree (MD DDS DVM LLB JD), Married-civilian spouse present, Male, Joint both 65+,15843.48,1584.35 Not in universe, United-States, Native- Born in the United States,52
1295,43, High school graduate, Married-civilian spouse present, Male, Joint both under 65,16653.60,1665.36 Not in universe, Mexico, Foreign born- U S citizen by naturalization,52
1296,16, 10th grade, Never married, Female, Nonfiler,50064.36,8287.34 Both parents present, United-States, Native- Born in the United States,0
1297,29, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,8565.72,856.57 Not in universe, United-States, Native- Born in the United States,52
1298,88, Less than 1st grade, Widowed, Female, Single,15455.64,1854.60 Not in universe, Mexico, Foreign born- Not a citizen of U S ,0
1299,63, High school graduate, Widowed, Female, Single,13066.80,1496.27 Not in universe, United-States, Native- Born in the United States,0
1300,43, Associates degree-occup /vocational, Divorced, Male, Single,3693.60,369.36 Not in universe, United-States, Native- Born in the United States,50
1301,37, High school graduate, Married-civilian spouse present, Male, Joint both under 65,21976.20,2368.93 Not in universe, United-States, Native- Born in the United States,52
1302,41, High school graduate, Divorced, Male, Single,24409.92,3197.74 Not in universe, United-States, Native- Born in the United States,52
1303,47, High school graduate, Married-civilian spouse present, Female, Joint both under 65,20317.20,2120.08 Not in universe, United-States, Native- Born in the United States,52
1304,80, 7th and 8th grade, Widowed, Male, Nonfiler,10364.76,1090.96 Not in universe, United-States, Native- Born in the United States,0
1305,63, Associates degree-occup /vocational, Married-civilian spouse present, Male, Joint both under 65,57195.00,7651.75 Not in universe, United-States, Native- Born in the United States,0
1306,19, 10th grade, Never married, Female, Nonfiler,15852.36,1914.10 Not in universe, United-States, Native- Born in the United States,0
1307,51, High school graduate, Married-civilian spouse present, Male, Joint both under 65,50075.16,6583.77 Not in universe, United-States, Native- Born in the United States,52
1308,38, High school graduate, Married-civilian spouse present, Male, Joint both under 65,34586.40,4260.46 Not in universe, United-States, Native- Born in the United States,52
1309,43, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,11710.44,1171.04 Not in universe, United-States, Native- Born in the United States,52
1310,27, High school graduate, Married-civilian spouse present, Female, Joint both under 65,2413.32,241.33 Not in universe, United-States, Native- Born in the United States,40
1311,59, High school graduate, Married-civilian spouse present, Female, Joint both under 65,14959.56,1495.96 Not in universe, Cuba, Foreign born- U S citizen by naturalization,0
1312,66, High school graduate, Married-civilian spouse present, Female, Nonfiler,18147.60,2258.39 Not in universe, United-States, Native- Born in the United States,0
1313,19, 11th grade, Never married, Female, Single,15009.36,1787.65 Not in universe, Dominican-Republic, Foreign born- Not a citizen of U S ,26
1314,41, High school graduate, Married-civilian spouse present, Female, Joint both under 65,22209.36,2403.90 Not in universe, United-States, Native- Born in the United States,50
1315,75, 7th and 8th grade, Widowed, Female, Nonfiler,41019.24,6026.06 Not in universe, United-States, Native- Born in the United States,0
1316,73, 7th and 8th grade, Married-civilian spouse present, Male, Joint both 65+,31048.32,3729.75 Not in universe, United-States, Native- Born in the United States,0
1317,46, 10th grade, Married-civilian spouse present, Female, Joint both under 65,22304.04,2418.11 Not in universe, United-States, Native- Born in the United States,0
1318,18, 11th grade, Never married, Female, Single,21781.92,2803.54 Not in universe, United-States, Native- Born in the United States,52
1319,19, Some college but no degree, Never married, Female, Nonfiler,15034.80,1791.47 Not in universe, United-States, Native- Born in the United States,0
1320,55, Associates degree-occup /vocational, Married-civilian spouse present, Male, Joint both under 65,15047.16,1504.72 Not in universe, Germany, Foreign born- U S citizen by naturalization,52
1321,39, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,14190.48,1419.05 Not in universe, Philippines, Foreign born- Not a citizen of U S ,52
1322,42, High school graduate, Married-civilian spouse present, Male, Joint both under 65,26734.56,3082.68 Not in universe, ?, Foreign born- U S citizen by naturalization,52
1323,52, Bachelors degree(BA AB BS), Divorced, Female, Single,11811.00,1307.90 Not in universe, United-States, Native- Born in the United States,46
1324,20, High school graduate, Never married, Female, Nonfiler,22143.72,2857.81 Not in universe, Mexico, Foreign born- Not a citizen of U S ,4
1325,67, 9th grade, Married-civilian spouse present, Male, Joint both 65+,35344.32,4374.15 Not in universe, United-States, Native- Born in the United States,0
1326,27, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,10357.80,1035.78 Not in universe, United-States, Native- Born in the United States,52
1327,40, Prof school degree (MD DDS DVM LLB JD), Never married, Male, Single,1915.80,191.58 Not in universe, Cuba, Foreign born- U S citizen by naturalization,52
1328,80, 10th grade, Widowed, Female, Nonfiler,14655.00,1734.50 Not in universe, United-States, Native- Born in the United States,0
1329,33, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,11159.40,1115.94 Not in universe, United-States, Native- Born in the United States,52
1330,56, Doctorate degree(PhD EdD), Married-civilian spouse present, Male, Joint both under 65,14510.88,1451.09 Not in universe, United-States, Native- Born in the United States,52
1331,23, 11th grade, Never married, Male, Single,42818.52,6475.88 Not in universe, United-States, Native- Born in the United States,52
1332,31, 5th or 6th grade, Married-civilian spouse present, Female, Joint both under 65,25525.44,2901.32 Not in universe, Mexico, Foreign born- Not a citizen of U S ,52
1333,68, High school graduate, Married-civilian spouse present, Female, Joint both 65+,16228.92,1622.89 Not in universe, United-States, Native- Born in the United States,0
1334,35, High school graduate, Divorced, Male, Head of household,4432.68,443.27 Not in universe, United-States, Native- Born in the United States,52
1335,56, Associates degree-occup /vocational, Married-civilian spouse present, Female, Nonfiler,15382.68,1843.65 Not in universe, United-States, Native- Born in the United States,0
1336,24, High school graduate, Never married, Male, Single,29871.84,4017.03 Not in universe, United-States, Native- Born in the United States,52
1337,19, High school graduate, Never married, Female, Single,40663.92,5937.23 Not in universe, United-States, Native- Born in the United States,35
1338,33, Associates degree-academic program, Never married, Female, Single,4859.52,485.95 Not in universe, United-States, Native- Born in the United States,52
1339,26, 11th grade, Divorced, Female, Head of household,21630.60,2582.09 Not in universe, United-States, Native- Born in the United States,16
1340,21, High school graduate, Married-A F spouse present, Female, Joint both under 65,29938.08,3563.21 Not in universe, United-States, Native- Born in the United States,14
1341,68, 7th and 8th grade, Widowed, Female, Single,5062.56,506.26 Not in universe, United-States, Native- Born in the United States,36
1342,72, High school graduate, Widowed, Female, Single,15165.48,1811.07 Not in universe, United-States, Native- Born in the United States,0
1343,76, Associates degree-academic program, Married-civilian spouse present, Male, Nonfiler,19553.76,2469.31 Not in universe, United-States, Native- Born in the United States,0
1344,50, 10th grade, Separated, Female, Single,17487.84,2159.43 Not in universe, Jamaica, Foreign born- U S citizen by naturalization,52
1345,52, High school graduate, Married-civilian spouse present, Male, Joint both under 65,22140.12,2393.52 Not in universe, United-States, Native- Born in the United States,52
1346,43, Some college but no degree, Divorced, Male, Single,14963.88,1780.83 Not in universe, United-States, Native- Born in the United States,32
1347,50, High school graduate, Married-civilian spouse present, Female, Joint both under 65,16496.04,1649.60 Not in universe, United-States, Native- Born in the United States,52
1348,83, 10th grade, Widowed, Female, Nonfiler,27103.08,3601.71 Not in universe, United-States, Native- Born in the United States,0
1349,40, Bachelors degree(BA AB BS), Divorced, Male, Head of household,7034.16,703.42 Not in universe, United-States, Native- Born in the United States,52
1350,16, 10th grade, Never married, Male, Single,21201.48,2716.47 Both parents present, United-States, Native- Born in the United States,52
1351,78, High school graduate, Widowed, Female, Nonfiler,4771.44,477.14 Not in universe, United-States, Native- Born in the United States,0
1352,63, 9th grade, Married-civilian spouse present, Male, Joint both under 65,6064.56,606.46 Not in universe, United-States, Native- Born in the United States,0
1353,71, 7th and 8th grade, Widowed, Female, Single,23831.16,3110.92 Not in universe, Poland, Foreign born- U S citizen by naturalization,0
1354,23, High school graduate, Never married, Male, Single,17745.00,2198.00 Not in universe, United-States, Native- Born in the United States,43
1355,41, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,21976.56,2368.98 Not in universe, United-States, Native- Born in the United States,0
1356,72, High school graduate, Married-civilian spouse present, Female, Joint both 65+,17742.60,1774.26 Not in universe, United-States, Native- Born in the United States,0
1357,42, High school graduate, Married-civilian spouse present, Female, Joint both under 65,36014.52,4474.68 Not in universe, United-States, Native- Born in the United States,42
1358,23, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,24198.12,2702.22 Not in universe, United-States, Native- Born in the United States,42
1359,26, Some college but no degree, Never married, Female, Head of household,14078.88,1449.33 Not in universe, Jamaica, Foreign born- Not a citizen of U S ,5
1360,38, High school graduate, Married-civilian spouse present, Male, Joint both under 65,14669.64,1466.96 Not in universe, United-States, Native- Born in the United States,52
1361,42, High school graduate, Married-civilian spouse present, Male, Joint both under 65,11114.88,1111.49 Not in universe, United-States, Native- Born in the United States,52
1362,54, Some college but no degree, Divorced, Male, Head of household,39907.44,5323.62 Not in universe, United-States, Native- Born in the United States,26
1363,77, High school graduate, Widowed, Male, Single,33000.00,4486.25 Not in universe, United-States, Native- Born in the United States,0
1364,80, High school graduate, Widowed, Female, Nonfiler,20978.76,2683.06 Not in universe, United-States, Native- Born in the United States,0
1365,44, Bachelors degree(BA AB BS), Never married, Male, Nonfiler,22091.76,2850.01 Not in universe, United-States, Native- Born in the United States,0
1366,28, Associates degree-academic program, Married-civilian spouse present, Female, Joint both under 65,12912.60,1291.26 Not in universe, United-States, Native- Born in the United States,46
1367,56, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,23729.64,2631.95 Not in universe, United-States, Native- Born in the United States,52
1368,33, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,46181.76,5999.76 Not in universe, United-States, Native- Born in the United States,0
1369,51, High school graduate, Married-civilian spouse present, Male, Joint both under 65,18884.64,1905.20 Not in universe, United-States, Native- Born in the United States,52
1370,31, High school graduate, Divorced, Female, Head of household,22083.96,2650.09 Not in universe, United-States, Native- Born in the United States,52
1371,42, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,12854.04,1285.40 Not in universe, United-States, Native- Born in the United States,52
1372,63, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,26499.36,3047.40 Not in universe, United-States, Native- Born in the United States,0
1373,67, High school graduate, Never married, Male, Single,18994.80,2385.47 Not in universe, Poland, Foreign born- Not a citizen of U S ,0
1374,41, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,22038.12,2378.22 Not in universe, United-States, Native- Born in the United States,52
1375,74, 9th grade, Widowed, Female, Nonfiler,19205.16,2417.02 Not in universe, United-States, Native- Born in the United States,0
1376,50, Some college but no degree, Married-civilian spouse present, Female, Joint one under 65 & one 65+,21832.56,2347.38 Not in universe, United-States, Native- Born in the United States,52
1377,17, 11th grade, Never married, Male, Single,29149.56,3908.68 Father only present, United-States, Native- Born in the United States,2
1378,60, High school graduate, Married-civilian spouse present, Male, Joint one under 65 & one 65+,23753.16,2635.47 Not in universe, United-States, Native- Born in the United States,52
1379,52, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,10753.20,1075.32 Not in universe, United-States, Native- Born in the United States,52
1380,57, Associates degree-occup /vocational, Married-civilian spouse present, Female, Joint both under 65,19922.40,2060.86 Not in universe, United-States, Native- Born in the United States,52
1381,32, High school graduate, Married-civilian spouse present, Female, Joint both under 65,3952.92,395.29 Not in universe, United-States, Native- Born in the United States,52
1382,38, Bachelors degree(BA AB BS), Divorced, Female, Single,8615.40,861.54 Not in universe, United-States, Native- Born in the United States,52
1383,40, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,30723.24,3680.99 Not in universe, Germany, Native- Born abroad of American Parent(s),52
1384,56, High school graduate, Married-civilian spouse present, Female, Joint both under 65,19607.64,2013.65 Not in universe, United-States, Native- Born in the United States,0
1385,42, Bachelors degree(BA AB BS), Never married, Female, Single,34433.28,4701.24 Not in universe, United-States, Native- Born in the United States,52
1386,18, 11th grade, Never married, Female, Nonfiler,15986.52,1934.23 Not in universe, United-States, Native- Born in the United States,0
